Deck Name,Card Name,Quantity,Type
Lugia Archeops,Professor's Research SVI 189,2,Trainer
Lugia Archeops,Iono PAL 185,2,Trainer
Lugia Archeops,Carmine TWM 145,1,Trainer
Lugia Archeops,Jacq SVI 175,1,Trainer
Lugia Archeops,Thorton LOR 167,1,Trainer
Lugia Archeops,Ultra Ball SVI 196,4,Trainer
Lugia Archeops,Capturing Aroma SIT 153,4,Trainer
Lugia Archeops,Nest Ball SVI 181,2,Trainer
Lugia Archeops,Mesagoza SVI 178,2,Trainer
Lugia Archeops,Double Turbo Energy BRS 151,4,Energy
Lugia Archeops,Jet Energy PAL 190,4,Energy
Lugia Archeops,Gift Energy LOR 171,4,Energy
Lugia Archeops,Mist Energy TEF 161,2,Energy
Lugia Archeops,Legacy Energy TWM 167,1,Energy
Lugia Archeops,V Guard Energy SIT 169,1,Energy
Cards,"22 Pokemon, 22 Trainer, 16 Energy",,
Lugia Archeops,Archeops SIT 147,4,Pokemon
Lugia Archeops,Lugia V SIT 138,3,Pokemon
Lugia Archeops,Lugia VSTAR SIT 139,3,Pokemon
Lugia Archeops,Lumineon V BRS 40,2,Pokemon
Lugia Archeops,Minccino TEF 136,1,Pokemon
Lugia Archeops,Cinccino TEF 137,1,Pokemon
Lugia Archeops,Bloodmoon Ursaluna ex TWM 141,1,Pokemon
Lugia Archeops,Iron Hands ex PAR 70,1,Pokemon
Lugia Archeops,Wyrdeer V ASR 134,1,Pokemon
Lugia Archeops,Iron Bundle PAR 56,1,Pokemon
Lugia Archeops,Squawkabilly ex PAL 169,1,Pokemon
Lugia Archeops,Raikou V BRS 48,1,Pokemon
Lugia Archeops,Fezandipiti ex SFA 38,1,Pokemon
Lugia Archeops,Wellspring Mask Ogerpon ex TWM 64,1,Pokemon
Lugia Archeops,Boss's Orders PAL 172,4,Trainer
Lugia Archeops,Professor's Research SVI 189,3,Trainer
Lugia Archeops,Iono PAL 185,2,Trainer
Lugia Archeops,Jacq SVI 175,1,Trainer
Lugia Archeops,Ultra Ball SVI 196,4,Trainer
Lugia Archeops,Capturing Aroma SIT 153,4,Trainer
Lugia Archeops,Nest Ball SVI 181,2,Trainer
Lugia Archeops,Mesagoza SVI 178,2,Trainer
Lugia Archeops,Gift Energy LOR 171,4,Energy
Lugia Archeops,Jet Energy PAL 190,4,Energy
Lugia Archeops,Double Turbo Energy BRS 151,4,Energy
Lugia Archeops,Mist Energy TEF 161,1,Energy
Lugia Archeops,V Guard Energy SIT 169,1,Energy
Lugia Archeops,Legacy Energy TWM 167,1,Energy
Lugia Archeops,Lightning Energy SVE 12,1,Energy
Cards,"22 Pokemon, 22 Trainer, 16 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool OBF 118,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool OBF 118,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool PAR 16,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool PAR 16,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool PAR 16,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,3,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool OBF 118,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Klefki SVI 96,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Night Stretcher SFA 61,1,Trainer
Dragapult,Switch SVI 194,1,Trainer
Dragapult,Rare Candy SVI 191,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,2,Energy
Cards,"19 Pokemon, 31 Trainer, 10 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Klefki SVI 96,2,Pokemon
Dragapult,Toedscool SVI 24,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Switch SVI 194,2,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Night Stretcher SFA 61,1,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,2,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"18 Pokemon, 31 Trainer, 11 Energy",,
Dragapult,Dreepy TWM 128,4,Pokemon
Dragapult,Drakloak TWM 129,4,Pokemon
Dragapult,Dragapult ex TWM 130,2,Pokemon
Dragapult,Iron Thorns ex TWM 77,4,Pokemon
Dragapult,Toedscool PAR 16,1,Pokemon
Dragapult,Toedscruel PAR 17,1,Pokemon
Dragapult,Radiant Alakazam SIT 59,1,Pokemon
Dragapult,Arven OBF 186,4,Trainer
Dragapult,Crispin SCR 133,4,Trainer
Dragapult,Iono PAL 185,2,Trainer
Dragapult,Boss's Orders PAL 172,2,Trainer
Dragapult,Professor Turo's Scenario PAR 171,1,Trainer
Dragapult,Pokégear 3.0 SVI 186,4,Trainer
Dragapult,Ultra Ball SVI 196,2,Trainer
Dragapult,Night Stretcher SFA 61,2,Trainer
Dragapult,Precious Trolley SSP 185,1,Trainer
Dragapult,Buddy-Buddy Poffin TEF 144,1,Trainer
Dragapult,Nest Ball SVI 181,1,Trainer
Dragapult,Tera Orb SSP 189,1,Trainer
Dragapult,Earthen Vessel PAR 163,1,Trainer
Dragapult,Counter Catcher PAR 160,1,Trainer
Dragapult,Lost Vacuum LOR 162,1,Trainer
Dragapult,Technical Machine: Evolution PAR 178,2,Trainer
Dragapult,Rescue Board TEF 159,1,Trainer
Dragapult,Future Booster Energy Capsule TEF 149,1,Trainer
Dragapult,Psychic Energy SVE 13,4,Energy
Dragapult,Fire Energy SVE 10,4,Energy
Dragapult,Lightning Energy SVE 12,3,Energy
Cards,"17 Pokemon, 32 Trainer, 11 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Mimikyu PAL 97,3,Pokemon
Snorlax Stall,Rotom V LOR 58,2,Pokemon
Snorlax Stall,Cornerstone Mask Ogerpon ex TWM 112,1,Pokemon
Snorlax Stall,Mantine ASR 34,1,Pokemon
Snorlax Stall,Arven OBF 186,4,Trainer
Snorlax Stall,Penny SVI 183,4,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,3,Trainer
Snorlax Stall,Eri TEF 146,3,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Cyllene ASR 138,1,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Lost Vacuum LOR 162,3,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Forest Seal Stone SIT 156,1,Trainer
Snorlax Stall,Handheld Fan TWM 150,1,Trainer
Snorlax Stall,Hero's Cape TEF 152,1,Trainer
Snorlax Stall,Luxurious Cape PAR 166,1,Trainer
Snorlax Stall,Mist Energy TEF 161,4,Energy
Cards,"11 Pokemon, 45 Trainer, 4 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Klefki SVI 96,2,Pokemon
Snorlax Stall,Mimikyu PAL 97,1,Pokemon
Snorlax Stall,Pidgeot V LOR 137,1,Pokemon
Snorlax Stall,Penny SVI 183,3,Trainer
Snorlax Stall,Arven OBF 186,3,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Cyllene ASR 138,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Colress's Tenacity SFA 57,1,Trainer
Snorlax Stall,Erika's Invitation MEW 160,1,Trainer
Snorlax Stall,Worker SIT 167,1,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Night Stretcher SFA 61,2,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Switch Cart ASR 154,1,Trainer
Snorlax Stall,Handheld Fan TWM 150,1,Trainer
Snorlax Stall,Defiance Vest PAR 162,1,Trainer
Snorlax Stall,Forest Seal Stone SIT 156,1,Trainer
Snorlax Stall,Luxurious Cape PAR 166,1,Trainer
Snorlax Stall,Jubilife Village ASR 148,1,Trainer
Snorlax Stall,Artazon PAL 171,1,Trainer
Snorlax Stall,Enriching Energy SSP 191,1,Energy
Cards,"8 Pokemon, 51 Trainer, 1 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Klefki SVI 96,3,Pokemon
Snorlax Stall,Mimikyu PAL 97,1,Pokemon
Snorlax Stall,Cornerstone Mask Ogerpon ex TWM 112,1,Pokemon
Snorlax Stall,Regieleki ASR 51,1,Pokemon
Snorlax Stall,Arven OBF 186,3,Trainer
Snorlax Stall,Penny SVI 183,3,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Cyllene ASR 138,2,Trainer
Snorlax Stall,Eri TEF 146,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Erika's Invitation MEW 160,1,Trainer
Snorlax Stall,Colress's Experiment LOR 155,1,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Explorer's Guidance TEF 147,1,Trainer
Snorlax Stall,Worker SIT 167,1,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Trekking Shoes ASR 156,4,Trainer
Snorlax Stall,Night Stretcher SFA 61,2,Trainer
Snorlax Stall,Nest Ball SVI 181,1,Trainer
Snorlax Stall,Precious Trolley SSP 185,1,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Pal Pad SVI 182,1,Trainer
Snorlax Stall,Handheld Fan TWM 150,2,Trainer
Snorlax Stall,Gravity Gemstone SCR 137,1,Trainer
Snorlax Stall,Mist Energy TEF 161,1,Energy
Cards,"10 Pokemon, 49 Trainer, 1 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Klefki SVI 96,2,Pokemon
Snorlax Stall,Mimikyu PAL 97,1,Pokemon
Snorlax Stall,Pidgeot V LOR 137,1,Pokemon
Snorlax Stall,Penny SVI 183,3,Trainer
Snorlax Stall,Arven OBF 186,3,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Cyllene ASR 138,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Colress's Tenacity SFA 57,1,Trainer
Snorlax Stall,Erika's Invitation MEW 160,1,Trainer
Snorlax Stall,Worker SIT 167,1,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Night Stretcher SFA 61,2,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Switch Cart ASR 154,1,Trainer
Snorlax Stall,Handheld Fan TWM 150,1,Trainer
Snorlax Stall,Defiance Vest PAR 162,1,Trainer
Snorlax Stall,Forest Seal Stone SIT 156,1,Trainer
Snorlax Stall,Luxurious Cape PAR 166,1,Trainer
Snorlax Stall,Jubilife Village ASR 148,1,Trainer
Snorlax Stall,Artazon PAL 171,1,Trainer
Snorlax Stall,Enriching Energy SSP 191,1,Energy
Cards,"8 Pokemon, 51 Trainer, 1 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Mimikyu PAL 97,2,Pokemon
Snorlax Stall,Cornerstone Mask Ogerpon ex TWM 112,1,Pokemon
Snorlax Stall,Kofu SCR 138,4,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Cyllene ASR 138,2,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Penny SVI 183,2,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Trekking Shoes ASR 156,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Night Stretcher SFA 61,3,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Lost Vacuum LOR 162,2,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Miracle Headset SSP 183,1,Trainer
Snorlax Stall,PokéStop PGO 68,4,Trainer
Cards,"7 Pokemon, 53 Trainer, 0 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Klefki SVI 96,2,Pokemon
Snorlax Stall,Cornerstone Mask Ogerpon ex TWM 112,2,Pokemon
Snorlax Stall,Mimikyu PAL 97,1,Pokemon
Snorlax Stall,Kofu SCR 138,3,Trainer
Snorlax Stall,Penny SVI 183,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Cyllene ASR 138,2,Trainer
Snorlax Stall,Erika's Invitation MEW 160,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Trekking Shoes ASR 156,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Night Stretcher SFA 61,3,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Miracle Headset SSP 183,1,Trainer
Snorlax Stall,PokéStop PGO 68,4,Trainer
Cards,"9 Pokemon, 51 Trainer, 0 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Mimikyu PAL 97,3,Pokemon
Snorlax Stall,Cornerstone Mask Ogerpon ex TWM 112,2,Pokemon
Snorlax Stall,Rotom V LOR 58,2,Pokemon
Snorlax Stall,Pidgeot V LOR 137,1,Pokemon
Snorlax Stall,Arven OBF 186,4,Trainer
Snorlax Stall,Penny SVI 183,3,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Cyllene ASR 138,1,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,3,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
Snorlax Stall,Night Stretcher SFA 61,1,Trainer
Snorlax Stall,Lost Vacuum LOR 162,1,Trainer
Snorlax Stall,Hisuian Heavy Ball ASR 146,1,Trainer
Snorlax Stall,Handheld Fan TWM 150,2,Trainer
Snorlax Stall,Bravery Charm PAL 173,1,Trainer
Snorlax Stall,Luxurious Cape PAR 166,1,Trainer
Snorlax Stall,Hero's Cape TEF 152,1,Trainer
Snorlax Stall,Forest Seal Stone SIT 156,1,Trainer
Snorlax Stall,Artazon PAL 171,2,Trainer
Snorlax Stall,Mist Energy TEF 161,3,Energy
Cards,"12 Pokemon, 45 Trainer, 3 Energy",,
Snorlax Stall,Snorlax PGO 55,4,Pokemon
Snorlax Stall,Klefki SVI 96,2,Pokemon
Snorlax Stall,Mimikyu PAL 97,1,Pokemon
Snorlax Stall,Pidgeot V LOR 137,1,Pokemon
Snorlax Stall,Penny SVI 183,3,Trainer
Snorlax Stall,Arven OBF 186,3,Trainer
Snorlax Stall,Boss's Orders PAL 172,2,Trainer
Snorlax Stall,Miss Fortune Sisters LOR 164,2,Trainer
Snorlax Stall,Eri TEF 146,2,Trainer
Snorlax Stall,Cyllene ASR 138,1,Trainer
Snorlax Stall,Team Yell's Cheer BRS 149,1,Trainer
Snorlax Stall,Colress's Tenacity SFA 57,1,Trainer
Snorlax Stall,Erika's Invitation MEW 160,1,Trainer
Snorlax Stall,Worker SIT 167,1,Trainer
Snorlax Stall,Iono PAL 185,1,Trainer
Snorlax Stall,Xerosic's Machinations SFA 64,1,Trainer
Snorlax Stall,Pokégear 3.0 SVI 186,4,Trainer
Snorlax Stall,Nest Ball SVI 181,4,Trainer
Snorlax Stall,Counter Catcher PAR 160,4,Trainer
Snorlax Stall,Boxed Order TEF 143,4,Trainer
Snorlax Stall,Accompanying Flute TWM 142,4,Trainer
Snorlax Stall,Pal Pad SVI 182,2,Trainer
